Contact_pair,HiChip1,HiChip2,Contact_group_HiChip
chr2_3410000to3420000andchr2_3420000to3430000,4.0,4.5,2NTnG
chr10_95770000to95780000andchr10_95780000to95790000,4.0,3.5,2NTnG
chr13_107890000to107900000andchr13_107900000to107910000,4.0,3.0,2NTnG
chr7_100590000to100600000andchr7_100600000to100610000,4.0,2.5,2NTnG
chr1_191310000to191320000andchr1_191320000to191330000,4.0,4.5,2NTnG
chr5_30230000to30240000andchr5_30240000to30250000,4.0,0.0,2NTnG
chr12_111550000to111560000andchr12_111560000to111570000,4.0,4.0,2NTnG
chr5_30860000to30870000andchr5_30880000to30890000,4.0,2.0,2NTnG
chr18_49970000to49980000andchr18_49980000to49990000,4.0,2.0,2NTnG
chr5_31170000to31180000andchr5_31190000to31200000,4.0,1.5,2NTnG
chr7_4730000to4740000andchr7_4740000to4750000,4.0,3.0,2NTnG
chr1_51520000to51530000andchr1_51580000to51590000,4.0,3.5,2NTnG
chr17_53650000to53660000andchr17_53680000to53690000,4.0,1.5,2NTnG
chr5_31180000to31190000andchr5_31190000to31200000,4.0,2.0,2NTnG
chr8_122990000to123000000andchr8_123040000to123050000,4.0,1.5,2NTnG
chr15_59510000to59520000andchr15_59520000to59530000,4.0,4.5,2NTnG
chr7_126370000to126380000andchr7_126390000to126400000,4.0,2.0,2NTnG
chr19_11480000to11490000andchr19_11490000to11500000,4.0,3.5,2NTnG
chr4_46530000to46540000andchr4_46580000to46590000,4.0,2.5,2NTnG
chr2_132600000to132610000andchr2_132610000to132620000,4.0,5.0,2NTnG
chr15_27650000to27660000andchr15_27710000to27720000,4.0,3.5,2NTnG
chr7_28370000to28380000andchr7_28390000to28400000,4.0,2.0,2NTnG
chr6_71820000to71830000andchr6_71830000to71840000,4.0,4.5,2NTnG
chr7_73550000to73560000andchr7_73580000to73590000,4.0,3.0,2NTnG
chr2_117340000to117350000andchr2_117390000to117400000,4.0,1.5,2NTnG
chr18_82550000to82560000andchr18_82560000to82570000,4.0,2.5,2NTnG
chr7_25220000to25230000andchr7_25230000to25240000,4.0,4.5,2NTnG
chr2_163010000to163020000andchr2_163020000to163030000,4.0,4.0,2NTnG
chr11_72680000to72690000andchr11_72690000to72700000,4.0,2.0,2NTnG
chr1_160190000to160200000andchr1_160210000to160220000,4.0,4.0,2NTnG
chr2_168530000to168540000andchr2_168540000to168550000,4.0,3.0,2NTnG
chr7_73590000to73600000andchr7_73600000to73610000,4.0,3.0,2NTnG
chr11_46370000to46380000andchr11_46390000to46400000,4.0,0.0,2NTnG
chr8_84960000to84970000andchr8_84980000to84990000,4.0,2.5,2NTnG
chr15_76650000to76660000andchr15_76660000to76670000,3.5,5.0,2NTnG
chr5_36460000to36470000andchr5_36580000to36590000,3.5,3.5,2NTnG
chr5_64800000to64810000andchr5_64810000to64820000,3.5,3.0,2NTnG
chr11_34760000to34770000andchr11_34780000to34790000,3.5,2.5,2NTnG
chr11_90220000to90230000andchr11_90240000to90250000,3.5,1.5,2NTnG
chr3_130930000to130940000andchr3_130940000to130950000,3.5,3.5,2NTnG
chr7_73530000to73540000andchr7_73580000to73590000,3.5,2.0,2NTnG
chr5_34180000to34190000andchr5_34190000to34200000,3.5,3.5,2NTnG
chr7_99140000to99150000andchr7_99150000to99160000,3.5,2.5,2NTnG
chr7_30320000to30330000andchr7_30330000to30340000,3.5,2.0,2NTnG
chr17_21670000to21680000andchr17_21680000to21690000,3.5,1.5,2NTnG
chr9_108000000to108010000andchr9_108030000to108040000,3.5,1.5,2NTnG
chr14_60250000to60260000andchr14_60260000to60270000,3.5,5.5,2NTnG
chr11_90220000to90230000andchr11_90230000to90240000,3.5,2.5,2NTnG
chr5_105110000to105120000andchr5_105140000to105150000,3.5,1.5,2NTnG
chr4_150550000to150560000andchr4_150560000to150570000,3.5,3.5,2NTnG
chr1_75230000to75240000andchr1_75250000to75260000,3.5,0.0,2NTnG
chr4_119410000to119420000andchr4_119420000to119430000,3.5,2.0,2NTnG
chr11_69660000to69670000andchr11_69670000to69680000,3.5,3.0,2NTnG
chr7_125560000to125570000andchr7_125580000to125590000,3.5,2.5,2NTnG
chr8_14990000to15000000andchr8_15010000to15020000,3.5,2.5,2NTnG
chr4_130890000to130900000andchr4_130910000to130920000,3.5,2.0,2NTnG
chr5_92340000to92350000andchr5_92350000to92360000,3.5,1.5,2NTnG
chr11_46360000to46370000andchr11_46390000to46400000,3.5,0.0,2NTnG
chr4_11140000to11150000andchr4_11160000to11170000,3.5,2.0,2NTnG
chr4_133470000to133480000andchr4_133480000to133490000,3.5,3.0,2NTnG
chr5_73280000to73290000andchr5_73290000to73300000,3.5,2.0,2NTnG
chr1_80640000to80650000andchr1_80660000to80670000,3.5,3.0,2NTnG
chr4_11160000to11170000andchr4_11190000to11200000,3.5,0.0,2NTnG
chr19_6970000to6980000andchr19_6980000to6990000,3.5,2.5,2NTnG
chr11_70430000to70440000andchr11_70510000to70520000,3.5,1.5,2NTnG
chr11_46360000to46370000andchr11_46370000to46380000,3.5,3.0,2NTnG
chr17_31050000to31060000andchr17_31070000to31080000,3.5,0.0,2NTnG
chr11_59830000to59840000andchr11_59840000to59850000,3.5,3.0,2NTnG
chr15_66440000to66450000andchr15_66470000to66480000,3.5,2.5,2NTnG
chr1_74260000to74270000andchr1_74280000to74290000,3.5,2.0,2NTnG
chr15_66800000to66810000andchr15_66820000to66830000,3.5,5.0,2NTnG
chr4_145230000to145240000andchr4_145280000to145290000,3.5,0.0,2NTnG
chr11_59190000to59200000andchr11_59220000to59230000,3.5,1.5,2NTnG
chr13_111480000to111490000andchr13_111490000to111500000,3.5,2.5,2NTnG
chr19_11480000to11490000andchr19_11500000to11510000,3.5,7.0,2NTnG
chr2_181210000to181220000andchr2_181220000to181230000,3.5,1.5,2NTnG
chr6_99010000to99020000andchr6_99020000to99030000,3.5,2.5,2NTnG
chr12_100990000to101000000andchr12_101000000to101010000,3.5,2.5,2NTnG
chr2_126590000to126600000andchr2_126600000to126610000,3.5,3.5,2NTnG
chr8_88630000to88640000andchr8_88690000to88700000,3.5,2.0,2NTnG
chr16_46010000to46020000andchr16_46020000to46030000,3.5,2.5,2NTnG
chr10_96330000to96340000andchr10_96340000to96350000,3.5,1.5,2NTnG
chr6_134630000to134640000andchr6_134640000to134650000,3.5,6.0,2NTnG
chr6_134820000to134830000andchr6_134830000to134840000,3.5,0.0,2NTnG
chr2_155350000to155360000andchr2_155380000to155390000,3.5,0.0,2NTnG
chr6_134910000to134920000andchr6_134920000to134930000,3.5,3.5,2NTnG
chr19_44240000to44250000andchr19_44280000to44290000,3.5,4.0,2NTnG
chr7_16300000to16310000andchr7_16310000to16320000,3.5,3.5,2NTnG
chr1_191320000to191330000andchr1_191390000to191400000,3.5,1.5,2NTnG
chr9_73740000to73750000andchr9_73750000to73760000,3.5,2.5,2NTnG
chr9_7500000to7510000andchr9_7510000to7520000,3.5,0.0,2NTnG
chr6_48710000to48720000andchr6_48720000to48730000,3.5,1.5,2NTnG
chr8_84810000to84820000andchr8_84820000to84830000,3.5,1.5,2NTnG
chr9_21070000to21080000andchr9_21090000to21100000,3.5,1.5,2NTnG
chr12_36130000to36140000andchr12_36150000to36160000,3.5,3.0,2NTnG
chr2_103760000to103770000andchr2_103790000to103800000,3.5,4.0,2NTnG
chr9_72450000to72460000andchr9_72460000to72470000,3.5,8.0,2NTnG
chr1_37860000to37870000andchr1_37870000to37880000,3.5,4.0,2NTnG
chr15_27660000to27670000andchr15_27680000to27690000,3.5,2.0,2NTnG
chr1_138130000to138140000andchr1_138290000to138300000,3.5,0.0,2NTnG
chr9_69280000to69290000andchr9_69290000to69300000,3.5,4.5,2NTnG
chr2_71860000to71870000andchr2_71870000to71880000,3.5,3.5,2NTnG
chr16_35860000to35870000andchr16_35930000to35940000,3.5,2.0,2NTnG
chr19_11520000to11530000andchr19_11530000to11540000,3.5,4.0,2NTnG
chr10_111150000to111160000andchr10_111160000to111170000,3.5,2.0,2NTnG
chr6_129210000to129220000andchr6_129230000to129240000,3.5,5.0,2NTnG
chr7_19300000to19310000andchr7_19310000to19320000,3.5,1.5,2NTnG
chr2_11170000to11180000andchr2_11190000to11200000,3.5,6.0,2NTnG
chr2_93420000to93430000andchr2_93460000to93470000,3.5,2.5,2NTnG
chr10_78160000to78170000andchr10_78170000to78180000,3.5,2.0,2NTnG
chr1_60860000to60870000andchr1_60880000to60890000,3.5,0.0,2NTnG
chr6_113660000to113670000andchr6_113680000to113690000,3.5,0.0,2NTnG
chr18_12100000to12110000andchr18_12120000to12130000,3.5,0.0,2NTnG
chr6_48670000to48680000andchr6_48730000to48740000,3.5,1.5,2NTnG
chr17_80130000to80140000andchr17_80170000to80180000,3.5,2.0,2NTnG
chr16_91470000to91480000andchr16_91480000to91490000,3.5,3.5,2NTnG
chr11_102290000to102300000andchr11_102300000to102310000,3.5,3.0,2NTnG
chr9_102620000to102630000andchr9_102630000to102640000,3.5,1.5,2NTnG
chr6_31170000to31180000andchr6_31200000to31210000,3.5,3.5,2NTnG
chr9_44840000to44850000andchr9_44870000to44880000,3.5,3.5,2NTnG
chr12_111550000to111560000andchr12_111570000to111580000,3.5,3.0,2NTnG
chr3_93590000to93600000andchr3_93600000to93610000,3.5,2.5,2NTnG
chr17_84410000to84420000andchr17_84420000to84430000,3.5,3.5,2NTnG
chr1_171810000to171820000andchr1_171820000to171830000,3.5,2.5,2NTnG
chr11_106070000to106080000andchr11_106080000to106090000,3.5,4.5,2NTnG
chr19_8720000to8730000andchr19_8740000to8750000,3.5,2.5,2NTnG
chr18_9440000to9450000andchr18_9450000to9460000,3.5,2.0,2NTnG
chr13_44790000to44800000andchr13_44800000to44810000,3.5,0.0,2NTnG
chr16_95700000to95710000andchr16_95720000to95730000,3.5,1.5,2NTnG
chr9_107280000to107290000andchr9_107290000to107300000,3.5,1.5,2NTnG
chr6_149180000to149190000andchr6_149190000to149200000,3.5,5.0,2NTnG
chr12_113150000to113160000andchr12_113160000to113170000,3.5,3.0,2NTnG
chr8_33540000to33550000andchr8_33550000to33560000,3.5,3.0,2NTnG
chr9_32730000to32740000andchr9_32920000to32930000,3.5,2.0,2NTnG
chr14_40940000to40950000andchr14_40960000to40970000,3.5,3.5,2NTnG
chr11_115490000to115500000andchr11_115510000to115520000,3.5,3.0,2NTnG
chr19_44280000to44290000andchr19_44290000to44300000,3.5,3.0,2NTnG
chr1_43450000to43460000andchr1_43460000to43470000,3.5,6.0,2NTnG
chr15_12000000to12010000andchr15_12010000to12020000,3.5,3.0,2NTnG
chr3_51350000to51360000andchr3_51360000to51370000,3.5,2.0,2NTnG
chr9_32730000to32740000andchr9_32740000to32750000,3.5,5.5,2NTnG
chr19_10740000to10750000andchr19_10760000to10770000,3.5,3.5,2NTnG
chr12_105000000to105010000andchr12_105010000to105020000,3.5,4.0,2NTnG
chr1_182490000to182500000andchr1_182530000to182540000,3.5,2.5,2NTnG
chr16_5040000to5050000andchr16_5050000to5060000,3.5,0.0,2NTnG
chr11_106640000to106650000andchr11_106750000to106760000,3.5,3.0,2NTnG
chr1_161760000to161770000andchr1_161780000to161790000,3.5,0.0,2NTnG
chr15_81720000to81730000andchr15_81730000to81740000,3.5,5.5,2NTnG
chr15_55840000to55850000andchr15_55850000to55860000,3.0,4.0,2NTnG
chr5_77130000to77140000andchr5_77140000to77150000,3.0,1.5,2NTnG
chr10_118090000to118100000andchr10_118100000to118110000,3.0,2.0,2NTnG
chr5_88720000to88730000andchr5_88760000to88770000,3.0,1.5,2NTnG
chr10_79740000to79750000andchr10_79760000to79770000,3.0,0.0,2NTnG
chr7_75530000to75540000andchr7_75650000to75660000,3.0,0.0,2NTnG
chr7_12940000to12950000andchr7_12970000to12980000,3.0,4.0,2NTnG
chr10_81320000to81330000andchr10_81370000to81380000,3.0,0.0,2NTnG
chr17_47510000to47520000andchr17_47520000to47530000,3.0,2.5,2NTnG
chr6_142370000to142380000andchr6_142380000to142390000,3.0,3.5,2NTnG
chr10_79760000to79770000andchr10_79770000to79780000,3.0,3.0,2NTnG
chr7_97740000to97750000andchr7_97750000to97760000,3.0,0.0,2NTnG
chr17_30520000to30530000andchr17_30530000to30540000,3.0,2.5,2NTnG
chr17_47510000to47520000andchr17_47610000to47620000,3.0,1.5,2NTnG
chr18_37950000to37960000andchr18_37960000to37970000,3.0,3.0,2NTnG
chr17_48400000to48410000andchr17_48410000to48420000,3.0,3.5,2NTnG
chr7_75520000to75530000andchr7_75530000to75540000,3.0,3.0,2NTnG
chr10_60350000to60360000andchr10_60380000to60390000,3.0,1.5,2NTnG
chr15_27660000to27670000andchr15_27710000to27720000,3.0,0.0,2NTnG
chr7_28780000to28790000andchr7_28820000to28830000,3.0,1.5,2NTnG
chr5_107610000to107620000andchr5_107680000to107690000,3.0,0.0,2NTnG
chr10_39170000to39180000andchr10_39190000to39200000,3.0,3.5,2NTnG
chr17_84220000to84230000andchr17_84230000to84240000,3.0,2.5,2NTnG
chr15_27610000to27620000andchr15_27620000to27630000,3.0,2.5,2NTnG
chr6_41110000to41120000andchr6_41550000to41560000,3.0,3.0,2NTnG
chr5_115110000to115120000andchr5_115150000to115160000,3.0,1.5,2NTnG
chr7_28760000to28770000andchr7_28960000to28970000,3.0,0.0,2NTnG
chr5_115650000to115660000andchr5_115710000to115720000,3.0,1.5,2NTnG
chr6_34860000to34870000andchr6_34870000to34880000,3.0,3.0,2NTnG
chr18_34750000to34760000andchr18_34770000to34780000,3.0,1.5,2NTnG
chr1_61120000to61130000andchr1_61130000to61140000,3.0,5.0,2NTnG
chr7_28800000to28810000andchr7_28820000to28830000,3.0,1.5,2NTnG
chr17_84300000to84310000andchr17_84330000to84340000,3.0,1.5,2NTnG
chr11_22830000to22840000andchr11_22840000to22850000,3.0,4.5,2NTnG
chr13_95680000to95690000andchr13_95690000to95700000,3.0,6.5,2NTnG
chr5_140590000to140600000andchr5_140640000to140650000,3.0,0.0,2NTnG
chr5_137770000to137780000andchr5_137780000to137790000,3.0,2.0,2NTnG
chr5_136170000to136180000andchr5_136190000to136200000,3.0,1.5,2NTnG
chr11_32200000to32210000andchr11_32220000to32230000,3.0,1.5,2NTnG
chr5_124090000to124100000andchr5_124110000to124120000,3.0,2.0,2NTnG
chr17_35990000to36000000andchr17_36030000to36040000,3.0,2.5,2NTnG
chr7_28430000to28440000andchr7_28440000to28450000,3.0,3.0,2NTnG
chr11_11520000to11530000andchr11_11560000to11570000,3.0,0.0,2NTnG
chr15_27650000to27660000andchr15_27660000to27670000,3.0,3.0,2NTnG
chr7_19310000to19320000andchr7_19320000to19330000,3.0,3.5,2NTnG
chr5_96980000to96990000andchr5_96990000to97000000,3.0,2.0,2NTnG
chr18_37930000to37940000andchr18_37950000to37960000,3.0,0.0,2NTnG
chr1_51570000to51580000andchr1_51580000to51590000,3.0,4.0,2NTnG
chr13_59760000to59770000andchr13_59770000to59780000,3.0,4.0,2NTnG
chr1_60850000to60860000andchr1_60860000to60870000,3.0,2.0,2NTnG
chr7_19340000to19350000andchr7_19360000to19370000,3.0,0.0,2NTnG
chr10_128520000to128530000andchr10_128530000to128540000,3.0,7.0,2NTnG
chr7_73580000to73590000andchr7_73590000to73600000,3.0,0.0,2NTnG
chr6_113660000to113670000andchr6_113670000to113680000,3.0,2.5,2NTnG
chr10_77510000to77520000andchr10_77580000to77590000,3.0,2.5,2NTnG
chr7_73550000to73560000andchr7_73600000to73610000,3.0,3.0,2NTnG
chr13_43760000to43770000andchr13_43770000to43780000,3.0,3.0,2NTnG
chr5_105490000to105500000andchr5_105650000to105660000,3.0,2.5,2NTnG
chrX_7570000to7580000andchrX_7580000to7590000,3.0,2.0,2NTnG
chr11_34780000to34790000andchr11_34790000to34800000,3.0,3.5,2NTnG
chr10_68270000to68280000andchr10_68280000to68290000,3.0,3.5,2NTnG
chr18_36550000to36560000andchr18_36560000to36570000,3.0,2.5,2NTnG
chr7_28050000to28060000andchr7_28170000to28180000,3.0,0.0,2NTnG
chr14_121960000to121970000andchr14_122060000to122070000,3.0,1.5,2NTnG
chr15_55820000to55830000andchr15_55840000to55850000,3.0,0.0,2NTnG
chr5_31180000to31190000andchr5_31200000to31210000,3.0,4.5,2NTnG
chr3_115680000to115690000andchr3_115810000to115820000,3.0,2.0,2NTnG
chr11_103170000to103180000andchr11_103260000to103270000,3.0,2.5,2NTnG
chr14_54200000to54210000andchr14_54220000to54230000,3.0,3.5,2NTnG
chr8_72350000to72360000andchr8_72360000to72370000,3.0,2.0,2NTnG
chr8_72270000to72280000andchr8_72350000to72360000,3.0,1.5,2NTnG
chr19_29430000to29440000andchr19_29450000to29460000,3.0,2.5,2NTnG
chr15_101240000to101250000andchr15_101260000to101270000,3.0,2.5,2NTnG
chr16_23220000to23230000andchr16_23270000to23280000,3.0,2.0,2NTnG
chr11_100520000to100530000andchr11_100540000to100550000,3.0,2.0,2NTnG
chr3_106460000to106470000andchr3_106480000to106490000,3.0,2.0,2NTnG
chr3_108400000to108410000andchr3_108410000to108420000,3.0,5.5,2NTnG
chr11_99020000to99030000andchr11_99150000to99160000,3.0,0.0,2NTnG
chr11_98480000to98490000andchr11_98510000to98520000,3.0,1.5,2NTnG
chr19_8820000to8830000andchr19_8890000to8900000,3.0,0.0,2NTnG
chr9_66870000to66880000andchr9_66940000to66950000,3.0,1.5,2NTnG
chr2_24910000to24920000andchr2_24920000to24930000,3.0,2.0,2NTnG
chr3_115720000to115730000andchr3_115970000to115980000,3.0,0.0,2NTnG
chr11_96770000to96780000andchr11_96820000to96830000,3.0,2.0,2NTnG
chr1_43450000to43460000andchr1_43540000to43550000,3.0,3.5,2NTnG
chr1_127290000to127300000andchr1_127320000to127330000,3.0,0.0,2NTnG
chr11_95660000to95670000andchr11_95710000to95720000,3.0,2.0,2NTnG
chr9_108030000to108040000andchr9_108050000to108060000,3.0,2.5,2NTnG
chr1_91050000to91060000andchr1_91060000to91070000,3.0,2.0,2NTnG
chr14_55900000to55910000andchr14_55910000to55920000,3.0,2.5,2NTnG
chr8_14960000to14970000andchr8_15010000to15020000,3.0,1.5,2NTnG
chr1_39910000to39920000andchr1_39920000to39930000,3.0,3.0,2NTnG
chr2_65180000to65190000andchr2_65190000to65200000,3.0,3.5,2NTnG
chr11_83290000to83300000andchr11_83300000to83310000,3.0,4.0,2NTnG
chr2_170170000to170180000andchr2_170180000to170190000,3.0,4.0,2NTnG
chr2_117380000to117390000andchr2_117390000to117400000,3.0,3.0,2NTnG
chr2_120010000to120020000andchr2_120020000to120030000,3.0,2.5,2NTnG
chr2_117340000to117350000andchr2_117440000to117450000,3.0,0.0,2NTnG
chr9_73040000to73050000andchr9_73090000to73100000,3.0,5.0,2NTnG
chr2_150560000to150570000andchr2_150570000to150580000,3.0,1.5,2NTnG
chr2_151540000to151550000andchr2_151560000to151570000,3.0,4.5,2NTnG
chr11_118220000to118230000andchr11_118240000to118250000,3.0,5.5,2NTnG
chr2_153240000to153250000andchr2_153330000to153340000,3.0,0.0,2NTnG
chr2_157130000to157140000andchr2_157140000to157150000,3.0,4.5,2NTnG
chr14_31370000to31380000andchr14_31430000to31440000,3.0,1.5,2NTnG
chr2_167000000to167010000andchr2_167010000to167020000,3.0,3.5,2NTnG
chr2_85030000to85040000andchr2_85040000to85050000,3.0,5.0,2NTnG
chr3_79230000to79240000andchr3_79280000to79290000,3.0,2.0,2NTnG
chr8_84820000to84830000andchr8_84840000to84850000,3.0,0.0,2NTnG
chr13_23530000to23540000andchr13_23570000to23580000,3.0,2.5,2NTnG
chr13_23530000to23540000andchr13_23540000to23550000,3.0,3.5,2NTnG
chr8_84200000to84210000andchr8_84230000to84240000,3.0,0.0,2NTnG
chr15_98910000to98920000andchr15_98950000to98960000,3.0,0.0,2NTnG
chr8_119780000to119790000andchr8_119840000to119850000,3.0,2.5,2NTnG
chr19_11360000to11370000andchr19_11370000to11380000,3.0,4.5,2NTnG
chr11_109330000to109340000andchr11_109420000to109430000,3.0,0.0,2NTnG
chr9_96660000to96670000andchr9_96670000to96680000,3.0,2.0,2NTnG
chr1_130990000to131000000andchr1_131000000to131010000,3.0,5.0,2NTnG
chr13_51740000to51750000andchr13_51810000to51820000,3.0,1.5,2NTnG
chr4_11130000to11140000andchr4_11150000to11160000,3.0,2.5,2NTnG
chr11_87720000to87730000andchr11_87760000to87770000,3.0,1.5,2NTnG
chr1_193150000to193160000andchr1_193200000to193210000,3.0,0.0,2NTnG
chr15_102660000to102670000andchr15_102670000to102680000,3.0,3.0,2NTnG
chr9_32620000to32630000andchr9_32630000to32640000,3.0,3.0,2NTnG
chr1_74710000to74720000andchr1_74720000to74730000,3.0,4.0,2NTnG
chr11_54840000to54850000andchr11_54860000to54870000,3.0,2.0,2NTnG
chr18_82530000to82540000andchr18_82550000to82560000,3.0,1.5,2NTnG
chr4_123530000to123540000andchr4_123560000to123570000,3.0,1.5,2NTnG
chr15_77800000to77810000andchr15_77840000to77850000,3.0,2.0,2NTnG
chr11_69390000to69400000andchr11_69400000to69410000,3.0,2.5,2NTnG
chr11_69320000to69330000andchr11_69360000to69370000,3.0,2.5,2NTnG
chr4_155160000to155170000andchr4_155170000to155180000,3.0,3.5,2NTnG
chr19_47860000to47870000andchr19_47880000to47890000,3.0,3.0,2NTnG
chr14_103640000to103650000andchr14_103650000to103660000,3.0,0.0,2NTnG
chr4_130890000to130900000andchr4_130900000to130910000,3.0,2.0,2NTnG
chr11_68430000to68440000andchr11_68440000to68450000,3.0,5.5,2NTnG
chr17_25910000to25920000andchr17_25920000to25930000,3.0,5.0,2NTnG
chr4_133700000to133710000andchr4_133720000to133730000,3.0,4.5,2NTnG
chr4_133840000to133850000andchr4_133870000to133880000,3.0,0.0,2NTnG
chr19_42110000to42120000andchr19_42120000to42130000,3.0,2.5,2NTnG
chr10_19010000to19020000andchr10_19060000to19070000,3.0,2.0,2NTnG
chr1_138160000to138170000andchr1_138290000to138300000,3.0,0.0,2NTnG
chr16_13110000to13120000andchr16_13440000to13450000,3.0,0.0,2NTnG
chr18_65430000to65440000andchr18_65470000to65480000,3.0,0.0,2NTnG
chr15_77830000to77840000andchr15_77840000to77850000,3.0,3.5,2NTnG
chr9_21600000to21610000andchr9_21610000to21620000,3.0,4.5,2NTnG
chr7_126470000to126480000andchr7_126480000to126490000,3.0,2.5,2NTnG
chr9_114930000to114940000andchr9_114950000to114960000,3.0,0.0,2NTnG
chr4_32290000to32300000andchr4_32340000to32350000,3.0,2.0,2NTnG
chr4_32290000to32300000andchr4_32360000to32370000,3.0,2.0,2NTnG
chr1_64520000to64530000andchr1_64530000to64540000,3.0,2.0,2NTnG
chr5_30150000to30160000andchr5_30230000to30240000,3.0,1.5,2NTnG
chr17_24460000to24470000andchr17_24470000to24480000,3.0,2.5,2NTnG
chr5_24560000to24570000andchr5_24570000to24580000,3.0,3.5,2NTnG
chr12_100990000to101000000andchr12_101020000to101030000,3.0,3.0,2NTnG
